"lab_start_dt","lab_sample_type","lab_id","lab_id_val","lab_processing","lab_incubator_placed","lab_incubator_removed","lab_p_weight","lab_sf_weight","lab_pa_weight","lab_1_group.lab_1_dil_tested","lab_1_group.lab_1_volume","lab_1_ecoli_reading_membrane","lab_1_ecoli_membrane","lab_2_group.lab_2_dil_tested","lab_2_group.lab_2_volume","lab_2_ecoli_reading_membrane","lab_2_ecoli_membrane","lab_3_dilution_performed","lab_3_group.lab_3_dil_tested","lab_3_group.lab_3_volume","lab_3_ecoli_reading_membrane","lab_3_ecoli_membrane","lab_notes","lab_enum","lab_photo","lab_end_dt","col_start_dt","col_end_dt","meta.instanceID","X_uuid","X_submission_time","X_tags","X_notes"
"2018-11-07T12:32:36.707Z",6,2201,2201,"2018-10-24T12:05:00.000Z","2018-10-24T15:50:00.000Z","2018-10-25T14:00:00.000Z",,,,7,1,3,141,6,1,3,26,1,5,1,3,2,,"M.O.",0,"2018-11-08T14:26:54.595Z","2018-11-07T12:32:36.707Z","2018-11-08T14:26:54.596Z","uuid:57205e2f-1bbd-44e3-b2fe-7b2fbc880769","57205e2f-1bbd-44e3-b2fe-7b2fbc880769","2018-11-08T14:27:42",,
"2018-11-07T12:35:25.108Z",6,2202,2202,"2018-10-24T12:05:00.000Z","2018-10-24T15:50:00.000Z","2018-10-25T14:00:00.000Z",,,,7,1,1,,6,1,1,,1,5,1,3,21,,"M.O.",0,"2018-11-08T14:27:03.323Z","2018-11-07T12:35:25.109Z","2018-11-08T14:27:03.323Z","uuid:26ac6746-1662-4da8-8235-a05eda8f39a5","26ac6746-1662-4da8-8235-a05eda8f39a5","2018-11-08T14:27:43",,
"2018-11-07T12:38:37.368Z",6,2203,2203,"2018-10-24T12:05:00.000Z","2018-10-24T15:50:00.000Z","2018-10-25T14:00:00.000Z",,,,7,1,1,,6,1,3,33,1,5,1,3,16,,"M.O.",0,"2018-11-08T14:27:10.084Z","2018-11-07T12:38:37.368Z","2018-11-08T14:27:10.084Z","uuid:8f69f78a-d11a-43e4-b074-a6c5fd5061bd","8f69f78a-d11a-43e4-b074-a6c5fd5061bd","2018-11-08T14:27:43",,
"2018-11-07T12:40:32.981Z",6,2204,2204,"2018-10-24T12:05:00.000Z","2018-10-24T15:50:00.000Z","2018-10-25T14:00:00.000Z",,,,7,1,1,,6,1,3,37,1,5,1,3,11,,"M.O.",0,"2018-11-08T14:27:20.875Z","2018-11-07T12:40:32.981Z","2018-11-08T14:27:20.875Z","uuid:0388ef38-dd88-4cac-b241-0c5962638f86","0388ef38-dd88-4cac-b241-0c5962638f86","2018-11-08T14:27:44",,
"2018-11-07T12:45:32.158Z",6,2205,2205,"2018-10-24T12:05:00.000Z","2018-10-24T15:50:00.000Z","2018-10-25T14:00:00.000Z",,,,7,1,1,,6,1,1,,1,5,1,3,101,,"M.O.",0,"2018-11-08T14:27:30.329Z","2018-11-07T12:45:32.158Z","2018-11-08T14:27:30.329Z","uuid:3f8e9bb1-1522-4f57-a7be-4515eb09449a","3f8e9bb1-1522-4f57-a7be-4515eb09449a","2018-11-08T14:27:45",,
"2018-11-07T12:48:13.833Z",2,5201,5201,"2018-10-24T12:05:00.000Z","2018-10-24T15:50:00.000Z","2018-10-25T14:00:00.000Z",245.44,,,7,10,3,21,7,1,3,4,1,6,1,3,0,,"M.O.",0,"2018-11-08T14:27:39.470Z","2018-11-07T12:48:13.833Z","2018-11-08T14:27:39.470Z","uuid:4bbcf5d9-fd25-4771-b43f-db89aff8aa8d","4bbcf5d9-fd25-4771-b43f-db89aff8aa8d","2018-11-08T14:27:46",,
"2018-11-07T13:09:07.718Z",2,5202,5202,"2018-10-24T12:05:00.000Z","2018-10-24T15:50:00.000Z","2018-10-25T14:00:00.000Z",198.03,,,7,10,1,,7,1,3,119,1,6,1,3,12,,"M.O.",0,"2018-11-08T14:27:47.552Z","2018-11-07T13:09:07.718Z","2018-11-08T14:27:47.552Z","uuid:d35894ff-d054-4870-a4a4-ece4ba9ad191","d35894ff-d054-4870-a4a4-ece4ba9ad191","2018-11-08T14:27:48",,
"2018-11-07T13:26:35.222Z",2,5203,5203,"2018-10-24T12:05:00.000Z","2018-10-24T15:50:00.000Z","2018-10-25T14:00:00.000Z",282.23,,,7,10,2,,7,1,2,,1,6,1,3,7,,"M.O.",0,"2018-11-08T14:30:43.866Z","2018-11-07T13:26:35.223Z","2018-11-08T14:30:43.866Z","uuid:14345b20-0d89-42cd-8588-1ff13bc1f6d7","14345b20-0d89-42cd-8588-1ff13bc1f6d7","2018-11-08T14:31:21",,
"2018-11-07T13:29:06.081Z",2,5204,5204,"2018-10-24T12:05:00.000Z","2018-10-24T15:50:00.000Z","2018-10-25T14:00:00.000Z",51.13,,,7,10,3,1,7,1,3,0,1,6,1,3,0,,"M.O.",0,"2018-11-07T13:32:53.057Z","2018-11-07T13:29:06.081Z","2018-11-07T13:32:53.057Z","uuid:751428a8-dd26-489c-a887-c7fa5d413cf3","751428a8-dd26-489c-a887-c7fa5d413cf3","2018-11-08T14:31:22",,
"2018-11-07T13:34:34.159Z",2,5205,5205,"2018-10-24T12:05:00.000Z","2018-10-24T15:50:00.000Z","2018-10-25T14:00:00.000Z",135.42,,,7,10,2,,7,1,3,19,1,6,1,3,4,,"M.O.",0,"2018-11-07T13:36:51.954Z","2018-11-07T13:34:34.159Z","2018-11-07T13:36:51.954Z","uuid:6aa92860-40a2-4e15-bedd-ae030e808e86","6aa92860-40a2-4e15-bedd-ae030e808e86","2018-11-08T14:31:22",,
"2018-11-07T13:39:17.426Z",3,8201,8201,"2018-10-24T12:05:00.000Z","2018-10-24T15:50:00.000Z","2018-10-25T14:00:00.000Z",,,,7,100,3,0,7,10,3,0,0,,,,,,"Y.K.M.",0,"2018-11-07T13:40:55.594Z","2018-11-07T13:39:17.426Z","2018-11-07T13:40:55.594Z","uuid:b283ef28-30c7-4840-907a-83c7ecd1bc82","b283ef28-30c7-4840-907a-83c7ecd1bc82","2018-11-08T14:31:23",,
"2018-11-07T13:41:03.041Z",3,8202,8202,"2018-10-24T12:05:00.000Z","2018-10-24T15:50:00.000Z","2018-10-25T14:00:00.000Z",,,,7,100,3,0,7,10,3,0,0,,,,,,"Y.K.M.",0,"2018-11-08T14:31:03.840Z","2018-11-07T13:41:03.041Z","2018-11-08T14:31:03.840Z","uuid:4315c345-0e7b-4831-b3e8-89a92644b4a7","4315c345-0e7b-4831-b3e8-89a92644b4a7","2018-11-08T14:31:23",,
"2018-11-07T13:43:24.620Z",3,8203,8203,"2018-10-24T12:05:00.000Z","2018-10-24T15:50:00.000Z","2018-10-25T14:00:00.000Z",,,,7,100,3,0,7,10,3,0,0,,,,,,"Y.K.M.",0,"2018-11-08T14:30:53.254Z","2018-11-07T13:43:24.620Z","2018-11-08T14:30:53.254Z","uuid:f9771336-ca76-4c12-95e1-4f4c01373323","f9771336-ca76-4c12-95e1-4f4c01373323","2018-11-08T14:31:24",,
"2018-11-07T13:59:11.555Z",10,9106,9106,"2018-10-23T13:35:00.000Z","2018-10-23T16:50:00.000Z","2018-10-24T14:50:00.000Z",,179.84,,7,10,3,0,7,1,3,0,1,6,1,3,0,,"M.O.",0,"2018-11-08T14:31:18.159Z","2018-11-07T13:59:11.555Z","2018-11-08T14:31:18.159Z","uuid:f2eddb5d-9845-45d7-86dd-7578ca64e97f","f2eddb5d-9845-45d7-86dd-7578ca64e97f","2018-11-08T14:31:24",,
"2018-11-07T14:10:11.875Z",10,9107,9107,"2018-10-23T13:35:00.000Z","2018-10-23T16:50:00.000Z","2018-10-24T14:50:00.000Z",,402.53,,7,10,3,0,7,1,3,0,1,6,1,3,0,,"M.O.",0,"2018-11-08T14:32:01.528Z","2018-11-07T14:10:11.875Z","2018-11-08T14:32:01.528Z","uuid:df4d2193-ed39-4178-bd94-cc183161d999","df4d2193-ed39-4178-bd94-cc183161d999","2018-11-08T14:32:02",,
"2018-11-07T14:12:44.431Z",10,9108,9108,"2018-10-23T13:35:00.000Z","2018-10-23T16:50:00.000Z","2018-10-24T14:50:00.000Z",,162.34,,7,10,3,0,7,1,3,0,1,6,1,3,0,,"M.O.",0,"2018-11-07T14:15:55.905Z","2018-11-07T14:12:44.431Z","2018-11-07T14:15:55.905Z","uuid:de51cb78-cadf-41de-b89a-e65d3dca8a50","de51cb78-cadf-41de-b89a-e65d3dca8a50","2018-11-08T14:32:03",,
"2018-11-07T14:16:01.862Z",10,9109,9109,"2018-10-23T13:35:00.000Z","2018-10-23T16:50:00.000Z","2018-10-24T14:50:00.000Z",,174.86,,7,10,3,0,7,1,3,0,1,6,1,3,0,,"M.O.",0,"2018-11-07T14:18:00.805Z","2018-11-07T14:16:01.862Z","2018-11-07T14:18:00.805Z","uuid:8e71afc4-4e03-499c-89eb-d383f32a2d41","8e71afc4-4e03-499c-89eb-d383f32a2d41","2018-11-08T14:32:03",,
"2018-11-07T14:18:32.594Z",10,9110,9110,"2018-10-23T13:35:00.000Z","2018-10-23T16:50:00.000Z","2018-10-24T14:50:00.000Z",,146.87,,7,10,3,0,7,1,3,0,1,6,1,3,0,,"M.O.",0,"2018-11-07T14:20:39.123Z","2018-11-07T14:18:32.594Z","2018-11-07T14:20:39.123Z","uuid:07fdf0eb-3194-4264-a13c-22e18a51cf0c","07fdf0eb-3194-4264-a13c-22e18a51cf0c","2018-11-08T14:32:04",,
"2018-11-07T14:26:01.398Z",8,3106,3106,"2018-10-23T13:35:00.000Z","2018-10-23T16:50:00.000Z","2018-10-24T14:50:00.000Z",,,10,7,1,3,6,6,1,3,0,1,5,1,3,0,,"M.O.",0,"2018-11-07T14:29:28.826Z","2018-11-07T14:26:01.398Z","2018-11-07T14:29:28.826Z","uuid:25366b57-b198-4c20-90c4-019ebe466a60","25366b57-b198-4c20-90c4-019ebe466a60","2018-11-08T14:32:04",,
"2018-11-07T14:29:35.372Z",8,3107,3107,"2018-10-23T13:35:00.000Z","2018-10-23T16:50:00.000Z","2018-10-24T14:50:00.000Z",,,10,7,1,2,,6,1,1,,1,5,1,3,33,,"M.O.",0,"2018-11-07T14:31:43.066Z","2018-11-07T14:29:35.373Z","2018-11-07T14:31:43.066Z","uuid:3c114167-d9c0-4187-93c2-c4d3d370efe0","3c114167-d9c0-4187-93c2-c4d3d370efe0","2018-11-08T14:34:06",,
"2018-11-07T14:31:52.683Z",8,3108,3108,"2018-10-23T13:35:00.000Z","2018-10-23T16:50:00.000Z","2018-10-24T14:50:00.000Z",,,10,7,1,1,,6,1,3,142,1,5,1,3,17,,"M.O.",0,"2018-11-07T14:33:58.897Z","2018-11-07T14:31:52.683Z","2018-11-07T14:33:58.897Z","uuid:7295ee19-ba3b-47cc-b10c-0d8d41d8b7e8","7295ee19-ba3b-47cc-b10c-0d8d41d8b7e8","2018-11-08T14:34:07",,
"2018-11-07T14:34:25.010Z",8,3109,3109,"2018-10-23T13:35:00.000Z","2018-10-23T16:50:00.000Z","2018-10-24T14:50:00.000Z",,,10,7,1,3,59,6,1,3,0,1,5,1,3,0,,"M.O.",0,"2018-11-08T14:32:11.586Z","2018-11-07T14:34:25.010Z","2018-11-08T14:32:11.586Z","uuid:fd29c001-6766-43c7-a139-0160660affda","fd29c001-6766-43c7-a139-0160660affda","2018-11-08T14:34:07",,
"2018-11-07T14:37:13.885Z",8,3110,3110,"2018-10-23T13:35:00.000Z","2018-10-23T16:50:00.000Z","2018-10-24T14:50:00.000Z",,,10,7,1,2,,6,1,1,,1,5,1,3,69,,"M.O.",0,"2018-11-08T14:38:32.372Z","2018-11-07T14:37:13.885Z","2018-11-08T14:38:32.372Z","uuid:c3cf2153-2066-43a2-b27e-474140278def","c3cf2153-2066-43a2-b27e-474140278def","2018-11-08T14:39:10",,
"2018-11-07T22:28:01.724Z",9,7106,7106,"2018-10-23T13:35:00.000Z","2018-10-23T16:50:00.000Z","2018-10-24T02:50:00.000Z",,,,7,100,3,2,7,10,3,0,0,,,,,,"M.O.",0,"2018-11-07T22:35:13.417Z","2018-11-07T22:28:01.724Z","2018-11-07T22:35:13.417Z","uuid:89b7209e-7b86-4aa1-9b14-80aebbc910a3","89b7209e-7b86-4aa1-9b14-80aebbc910a3","2018-11-08T14:39:11",,
"2018-11-07T22:35:21.551Z",9,7107,7107,"2018-10-23T13:35:00.000Z","2018-10-23T16:50:00.000Z","2018-10-24T14:50:00.000Z",,,,7,100,3,67,7,10,3,11,0,,,,,,"M.O.",0,"2018-11-07T22:40:31.768Z","2018-11-07T22:35:21.551Z","2018-11-07T22:40:31.769Z","uuid:ac497020-76f0-4d02-9f8d-9a78d1a7a69c","ac497020-76f0-4d02-9f8d-9a78d1a7a69c","2018-11-08T14:39:11",,
"2018-11-07T22:40:40.384Z",9,7108,7108,"2018-10-23T13:35:00.000Z","2018-10-23T16:50:00.000Z","2018-10-24T14:50:00.000Z",,,,7,100,3,47,7,10,3,12,0,,,,,,"M.O.",0,"2018-11-07T22:42:18.699Z","2018-11-07T22:40:40.384Z","2018-11-07T22:42:18.699Z","uuid:60233871-9acc-4ad8-b7ae-eb55d27bce10","60233871-9acc-4ad8-b7ae-eb55d27bce10","2018-11-08T14:39:12",,
"2018-11-07T22:42:29.500Z",9,7109,7109,"2018-10-23T13:35:00.000Z","2018-10-23T16:50:00.000Z","2018-10-24T14:50:00.000Z",,,,7,100,3,0,7,10,3,0,0,,,,,,"M.O.",0,"2018-11-07T22:44:12.305Z","2018-11-07T22:42:29.501Z","2018-11-07T22:44:12.305Z","uuid:7ede658a-c96e-4c6e-9dad-4caaa5b017a0","7ede658a-c96e-4c6e-9dad-4caaa5b017a0","2018-11-08T14:39:13",,
"2018-11-07T22:44:18.392Z",9,7110,7110,"2018-10-23T13:35:00.000Z","2018-10-23T16:50:00.000Z","2018-10-24T14:50:00.000Z",,,,7,100,1,,7,10,3,46,0,,,,,,"M.O.",0,"2018-11-07T22:46:00.157Z","2018-11-07T22:44:18.392Z","2018-11-07T22:46:00.157Z","uuid:05dc235a-bcd2-4ab6-9baf-19bce0fb3573","05dc235a-bcd2-4ab6-9baf-19bce0fb3573","2018-11-08T14:39:14",,
"2018-11-07T22:46:30.086Z",1,1106,1106,"2018-10-23T13:35:00.000Z","2018-10-23T16:50:00.000Z","2018-10-24T14:50:00.000Z",,,,4,1,3,37,3,1,3,3,0,,,,,,"M.O.",0,"2018-11-08T14:39:21.791Z","2018-11-07T22:46:30.086Z","2018-11-08T14:39:21.791Z","uuid:002f340f-22f7-42f4-8b2f-e7ad94d1f467","002f340f-22f7-42f4-8b2f-e7ad94d1f467","2018-11-08T14:39:15",,
"2018-11-07T22:49:17.786Z",1,1107,1107,"2018-10-23T13:35:00.000Z","2018-10-23T16:50:00.000Z","2018-10-24T14:50:00.000Z",,,,4,1,3,119,3,1,3,9,0,,,,,,"M.O.",0,"2018-11-08T14:40:17.352Z","2018-11-07T22:49:17.789Z","2018-11-08T14:40:17.352Z","uuid:08a37996-76b6-435a-9538-fa17a74462c9","08a37996-76b6-435a-9538-fa17a74462c9","2018-11-08T14:40:18",,
"2018-11-07T22:51:21.100Z",1,1108,1108,"2018-10-23T13:35:00.000Z","2018-10-23T16:50:00.000Z","2018-10-24T14:50:00.000Z",,,,4,1,3,43,3,1,3,2,0,,,,,,"M.O.",0,"2018-11-08T14:38:48.898Z","2018-11-07T22:51:21.100Z","2018-11-08T14:38:48.898Z","uuid:78e536af-981a-4a8c-97dc-e3db6e191021","78e536af-981a-4a8c-97dc-e3db6e191021","2018-11-08T14:40:19",,
"2018-11-07T22:53:18.634Z",1,1109,1109,"2018-10-23T13:35:00.000Z","2018-10-23T16:50:00.000Z","2018-10-24T14:50:00.000Z",,,,4,1,2,,3,1,3,114,0,,,,,,"M.O.",0,"2018-11-07T22:55:01.574Z","2018-11-07T22:53:18.635Z","2018-11-07T22:55:01.574Z","uuid:6b6cbd6e-ee59-416e-b6ac-5674e3d65f35","6b6cbd6e-ee59-416e-b6ac-5674e3d65f35","2018-11-08T14:40:19",,
"2018-11-07T22:55:10.723Z",1,1110,1110,"2018-10-23T13:35:00.000Z","2018-10-23T16:50:00.000Z","2018-10-24T14:50:00.000Z",,,,4,1,3,17,3,1,3,0,0,,,,,,"M.O.",0,"2018-11-07T22:56:42.067Z","2018-11-07T22:55:10.723Z","2018-11-07T22:56:42.067Z","uuid:a2b0375f-ee33-4426-aac6-0866dd1f65b8","a2b0375f-ee33-4426-aac6-0866dd1f65b8","2018-11-08T14:40:20",,
"2018-11-07T22:59:48.067Z",9,7301,7301,"2018-11-02T11:50:00.000Z","2018-11-02T15:15:00.000Z","2018-11-03T12:42:00.000Z",,,,7,100,3,132,7,10,3,23,0,,,,,,"M.O.",0,"2018-11-07T23:01:34.982Z","2018-11-07T22:59:48.068Z","2018-11-07T23:01:34.982Z","uuid:0d2616ea-d31e-491f-9669-671b3b658a4a","0d2616ea-d31e-491f-9669-671b3b658a4a","2018-11-08T14:40:20",,
"2018-11-07T23:01:42.970Z",9,7302,7302,"2018-11-02T11:50:00.000Z","2018-11-02T15:15:00.000Z","2018-11-03T12:42:00.000Z",,,,7,100,3,167,7,10,3,33,0,,,,,,"M.O.",0,"2018-11-07T23:04:09.922Z","2018-11-07T23:01:42.970Z","2018-11-07T23:04:09.922Z","uuid:a50ff32d-723d-4b7f-93d6-fdba6b5f714f","a50ff32d-723d-4b7f-93d6-fdba6b5f714f","2018-11-08T14:40:21",,
"2018-11-07T23:04:15.728Z",9,7303,7303,"2018-11-02T11:50:00.000Z","2018-11-02T15:15:00.000Z","2018-11-03T12:42:00.000Z",,,,7,100,3,30,7,10,3,4,0,,,,,,"M.O.",0,"2018-11-07T23:05:45.068Z","2018-11-07T23:04:15.728Z","2018-11-07T23:05:45.068Z","uuid:6a734db0-f13d-4df5-9874-fcdc9ed4a9f3","6a734db0-f13d-4df5-9874-fcdc9ed4a9f3","2018-11-08T14:40:21",,
"2018-11-07T23:06:12.380Z",9,7304,7304,"2018-11-02T11:50:00.000Z","2018-11-02T15:15:00.000Z","2018-11-03T12:42:00.000Z",,,,7,100,3,97,7,10,3,38,0,,,,,,"M.O.",0,"2018-11-08T14:40:25.543Z","2018-11-07T23:06:12.381Z","2018-11-08T14:40:25.543Z","uuid:92c4286f-f13b-4af2-a45a-e58be2a3c714","92c4286f-f13b-4af2-a45a-e58be2a3c714","2018-11-08T14:40:23",,
"2018-11-07T23:08:35.218Z",9,7305,7305,"2018-11-02T11:50:00.000Z","2018-11-02T15:15:00.000Z","2018-11-03T12:42:00.000Z",,,,7,100,1,,7,10,3,75,0,,,,,,"M.O.",0,"2018-11-08T14:41:21.540Z","2018-11-07T23:08:35.218Z","2018-11-08T14:41:21.540Z","uuid:3480369f-0f14-476c-86fa-3b3229272809","3480369f-0f14-476c-86fa-3b3229272809","2018-11-08T14:41:20",,
"2018-11-07T23:10:15.726Z",9,7306,7306,"2018-11-02T11:50:00.000Z","2018-11-02T15:15:00.000Z","2018-11-03T12:42:00.000Z",,,,7,100,3,89,7,10,3,24,0,,,,,,"M.O.",0,"2018-11-07T23:12:14.052Z","2018-11-07T23:10:15.727Z","2018-11-07T23:12:14.052Z","uuid:71c5ea83-d702-4d1f-bc4b-15af30da8d12","71c5ea83-d702-4d1f-bc4b-15af30da8d12","2018-11-08T14:41:22",,
"2018-11-07T23:12:25.919Z",9,7307,7307,"2018-11-02T11:50:00.000Z","2018-11-02T15:15:00.000Z","2018-11-03T12:42:00.000Z",,,,7,100,1,,7,10,3,136,0,,,,,,"M.O.",0,"2018-11-07T23:13:42.192Z","2018-11-07T23:12:25.920Z","2018-11-07T23:13:42.192Z","uuid:4a14fbec-fb6e-4a9f-80b5-151ea6b5c609","4a14fbec-fb6e-4a9f-80b5-151ea6b5c609","2018-11-08T14:41:23",,
"2018-11-07T23:13:57.097Z",9,7308,7308,"2018-11-02T11:50:00.000Z","2018-11-02T15:15:00.000Z","2018-11-03T12:42:00.000Z",,,,7,100,3,28,7,10,3,1,0,,,,,,"M.O.",0,"2018-11-07T23:15:37.353Z","2018-11-07T23:13:57.097Z","2018-11-07T23:15:37.353Z","uuid:92b7b662-0932-4229-933d-696d2a2a4c6b","92b7b662-0932-4229-933d-696d2a2a4c6b","2018-11-08T14:41:24",,
"2018-11-07T23:16:56.660Z",8,3301,3301,"2018-11-02T11:50:00.000Z","2018-11-02T15:15:00.000Z","2018-11-03T12:42:00.000Z",,,10,7,1,2,,6,1,3,12,1,5,1,3,2,,"Y.K.M.",0,"2018-11-07T23:19:07.819Z","2018-11-07T23:16:56.661Z","2018-11-07T23:19:07.819Z","uuid:e27b1ba0-8d02-465f-8708-b79c27b0731b","e27b1ba0-8d02-465f-8708-b79c27b0731b","2018-11-08T14:41:25",,
"2018-11-07T23:19:17.074Z",8,3302,3302,"2018-11-02T11:50:00.000Z","2018-11-02T15:15:00.000Z","2018-11-03T12:42:00.000Z",,,10,7,1,2,,6,1,3,86,1,5,1,3,42,,"Y.K.M.",0,"2018-11-08T14:41:29.280Z","2018-11-07T23:19:17.076Z","2018-11-08T14:41:29.281Z","uuid:fdd8a1bb-1d84-432c-9770-3539a9926096","fdd8a1bb-1d84-432c-9770-3539a9926096","2018-11-08T14:41:54",,
"2018-11-07T23:21:54.261Z",8,3303,3303,"2018-11-02T11:50:00.000Z","2018-11-02T15:15:00.000Z","2018-11-03T12:42:00.000Z",,,10,7,1,2,,6,1,3,21,1,5,1,3,0,,"Y.K.M.",0,"2018-11-08T14:42:51.788Z","2018-11-07T23:21:54.261Z","2018-11-08T14:42:51.788Z","uuid:5619ba10-646a-4ba5-a278-e6def63e1ddc","5619ba10-646a-4ba5-a278-e6def63e1ddc","2018-11-08T14:42:57",,
"2018-11-07T23:25:42.621Z",8,3304,3304,"2018-11-02T11:50:00.000Z","2018-11-02T15:15:00.000Z","2018-11-03T12:42:00.000Z",,,10,7,1,1,,6,1,3,97,1,5,1,3,44,,"Y.K.M.",0,"2018-11-07T23:27:08.755Z","2018-11-07T23:25:42.621Z","2018-11-07T23:27:08.755Z","uuid:39e34ade-b143-4db1-b0e9-1cea00322bbe","39e34ade-b143-4db1-b0e9-1cea00322bbe","2018-11-08T14:42:58",,
"2018-11-07T23:27:14.320Z",8,3305,3305,"2018-11-02T11:50:00.000Z","2018-11-02T15:15:00.000Z","2018-11-03T12:42:00.000Z",,,10,7,1,2,,6,1,3,88,1,5,1,3,28,,"Y.K.M.",0,"2018-11-07T23:28:48.763Z","2018-11-07T23:27:14.321Z","2018-11-07T23:28:48.763Z","uuid:6caaf51e-311a-46d2-ad06-eb57f954381c","6caaf51e-311a-46d2-ad06-eb57f954381c","2018-11-08T14:42:58",,
"2018-11-07T23:29:04.877Z",8,3306,3306,"2018-11-02T11:50:00.000Z","2018-11-02T15:15:00.000Z","2018-11-03T12:42:00.000Z",,,10,7,1,2,,6,1,3,10,1,5,1,3,3,,"Y.K.M.",0,"2018-11-07T23:30:46.385Z","2018-11-07T23:29:04.877Z","2018-11-07T23:30:46.386Z","uuid:0e15dd0c-bcfe-44e3-bc13-e27686c3a9b8","0e15dd0c-bcfe-44e3-bc13-e27686c3a9b8","2018-11-08T14:42:59",,
"2018-11-07T23:30:58.327Z",8,3307,3307,"2018-11-02T11:50:00.000Z","2018-11-02T15:15:00.000Z","2018-11-03T12:42:00.000Z",,,10,7,1,3,8,6,1,3,2,1,5,1,3,0,,"M.O.",0,"2018-11-07T23:32:35.807Z","2018-11-07T23:30:58.328Z","2018-11-07T23:32:35.808Z","uuid:48affa90-09bc-485d-bc12-6afed0dd3604","48affa90-09bc-485d-bc12-6afed0dd3604","2018-11-08T14:42:59",,
"2018-11-07T23:32:57.142Z",8,3308,3308,"2018-11-02T11:50:00.000Z","2018-11-02T15:15:00.000Z","2018-11-03T12:42:00.000Z",,,10,7,1,3,9,6,1,3,0,1,5,1,3,0,,"M.O.",0,"2018-11-07T23:35:05.402Z","2018-11-07T23:32:57.142Z","2018-11-07T23:35:05.402Z","uuid:f1005a60-2908-46de-8ea2-2cd17992923e","f1005a60-2908-46de-8ea2-2cd17992923e","2018-11-08T14:43:00",,
"2018-11-07T23:35:11.364Z",8,3309,3309,"2018-11-02T11:50:00.000Z","2018-11-02T15:15:00.000Z","2018-11-03T12:42:00.000Z",,,10,7,1,3,14,6,1,3,0,1,5,1,3,0,,"M.O.",0,"2018-11-08T14:43:03.532Z","2018-11-07T23:35:11.364Z","2018-11-08T14:43:03.532Z","uuid:40ecd02e-e5d5-481b-926a-96a253f5a6a2","40ecd02e-e5d5-481b-926a-96a253f5a6a2","2018-11-08T14:43:00",,
"2018-11-07T23:37:26.492Z",8,3310,3310,"2018-11-02T11:50:00.000Z","2018-11-02T15:15:00.000Z","2018-11-03T12:42:00.000Z",,,10,7,1,3,67,6,1,3,11,1,5,1,3,2,,"M.O.",0,"2018-11-08T14:44:37.582Z","2018-11-07T23:37:26.492Z","2018-11-08T14:44:37.582Z","uuid:85e4c338-d4d3-4518-913e-be06164701c6","85e4c338-d4d3-4518-913e-be06164701c6","2018-11-08T14:44:24",,
"2018-11-08T01:39:51.345Z",10,9210,9210,"2018-11-05T01:10:00.000Z","2018-11-05T16:00:00.000Z","2018-11-06T12:00:00.000Z",,280.55,,7,10,3,0,7,1,3,0,1,6,1,3,0,,"M.O.",0,"2018-11-08T14:46:44.810Z","2018-11-08T01:39:51.345Z","2018-11-08T14:46:44.810Z","uuid:ff57952c-7b50-4687-a61e-54a4b5f2a219","ff57952c-7b50-4687-a61e-54a4b5f2a219","2018-11-08T14:47:41",,
"2018-11-08T01:45:58.334Z",5,6301,6301,"2018-11-05T13:10:00.000Z","2018-11-05T16:00:00.000Z","2018-11-06T12:00:00.000Z",,,,7,10,3,114,7,1,3,11,0,,,,,,"M.O.",0,"2018-11-08T14:46:31.532Z","2018-11-08T01:45:58.334Z","2018-11-08T14:46:31.532Z","uuid:10eeb010-c5ad-430e-9724-b9cf8b242648","10eeb010-c5ad-430e-9724-b9cf8b242648","2018-11-08T14:47:42",,
"2018-11-08T01:55:04.022Z",5,6302,6302,"2018-11-05T13:10:00.000Z","2018-11-05T16:00:00.000Z","2018-11-06T12:00:00.000Z",,,,7,10,3,3,7,1,3,0,0,,,,,,"M.O.",0,"2018-11-08T14:47:10.143Z","2018-11-08T01:55:04.024Z","2018-11-08T14:47:10.143Z","uuid:9b8ee5fd-136b-4b06-bf06-babfd899f580","9b8ee5fd-136b-4b06-bf06-babfd899f580","2018-11-08T14:47:42",,
"2018-11-08T01:56:51.718Z",5,6303,6303,"2018-11-05T13:10:00.000Z","2018-11-05T16:00:00.000Z","2018-11-06T12:00:00.000Z",,,,7,10,3,40,7,1,3,5,0,,,,,,"M.O.",0,"2018-11-08T14:47:36.574Z","2018-11-08T01:56:51.718Z","2018-11-08T14:47:36.574Z","uuid:c2cff1e4-2e81-4fce-890f-1f6ef289d2f2","c2cff1e4-2e81-4fce-890f-1f6ef289d2f2","2018-11-08T14:47:43",,
"2018-11-08T13:45:59.670Z",7,4004,4004,"2018-10-26T12:00:00.000Z","2018-10-26T13:35:00.000Z","2018-10-27T13:00:00.000Z",,,,7,10,3,25,6,1,3,2,0,,,,,,"M.O.",0,"2018-11-08T15:16:18.889Z","2018-11-08T13:45:59.670Z","2018-11-08T15:16:18.889Z","uuid:79f29a53-d0ab-4472-8cb8-b9ede2d2f2c8","79f29a53-d0ab-4472-8cb8-b9ede2d2f2c8","2018-11-08T15:16:17",,
